timestamp,ask_price_1,ask_size_1,bid_price_1,bid_size_1
34259.896164053,585.65,980.0,585.33,118.0
34259.896220718,585.65,980.0,585.35,6.0
34259.896303576,585.63,100.0,585.35,6.0
34259.903313208,585.6,18.0,585.35,6.0
34259.933213123,585.61,18.0,585.35,6.0
34259.933213123,585.62,18.0,585.35,6.0
34259.933213123,585.63,112.0,585.35,6.0
34259.933213123,585.63,105.0,585.35,6.0
34259.933302666,585.63,105.0,585.36,100.0
34259.933456906,585.63,205.0,585.36,100.0
34259.967070246,585.63,205.0,585.39,18.0
34260.082464065,585.63,193.0,585.39,18.0
34260.082480027,585.63,193.0,585.32,300.0
34260.189910763,585.63,109.0,585.32,300.0
34260.190017253,585.63,109.0,585.32,318.0
34260.190049327,585.63,109.0,585.33,18.0
34260.1900905,585.63,109.0,585.35,18.0
34260.191825424,585.63,100.0,585.35,18.0
34260.191825424,585.65,980.0,585.35,18.0
34260.191908736,585.65,980.0,585.36,100.0
34260.191914426,585.65,980.0,585.36,102.0
34260.192087881,585.63,100.0,585.36,102.0
34260.195383205,585.65,980.0,585.36,102.0
34260.195460987,585.65,980.0,585.37,100.0
34260.195651584,585.63,100.0,585.37,100.0
34260.350303399,585.63,100.0,585.36,2.0
34260.350472351,585.63,100.0,585.32,300.0
34260.748314925,585.63,100.0,585.35,18.0
34260.939909225,585.6,18.0,585.35,18.0
34260.940046356,585.6,18.0,585.34,18.0
34260.940064642,585.6,18.0,585.32,300.0
34261.114892424,585.61,16.0,585.32,300.0
34261.114893155,585.63,100.0,585.32,300.0
34261.267491427,585.63,100.0,585.35,18.0
34261.342636256,585.6,18.0,585.35,18.0
34261.383236614,585.6,18.0,585.34,18.0
34261.383237408,585.6,18.0,585.33,18.0
34261.383242087,585.6,18.0,585.32,318.0
34261.383242471,585.6,18.0,585.32,300.0
34261.504365576,585.6,18.0,585.33,18.0
34261.50454952,585.63,100.0,585.33,18.0
34261.534739258,585.63,100.0,585.34,18.0
34261.80663996,585.6,18.0,585.34,18.0
34261.806776323,585.6,18.0,585.32,300.0
34261.823916735,585.6,18.0,585.35,18.0
34261.824108543,585.61,16.0,585.35,18.0
34261.824108543,585.63,100.0,585.35,18.0
34261.824108543,585.63,34.0,585.35,18.0
34261.824199062,585.63,34.0,585.36,2.0
34261.824211246,585.63,34.0,585.36,102.0
34261.824573955,585.63,134.0,585.36,102.0
34261.826038405,585.63,100.0,585.36,102.0
34261.826049243,585.65,1080.0,585.36,102.0
34261.828016366,585.64,100.0,585.36,102.0
34261.828892354,585.64,100.0,585.58,100.0
34261.829204866,585.64,100.0,585.58,200.0
34261.829973322,585.65,1080.0,585.58,200.0
34261.83004683,585.65,1080.0,585.6,100.0
34261.830207689,585.64,100.0,585.6,100.0
34261.83041799,585.64,70.0,585.6,100.0
34261.830675749,585.65,1080.0,585.6,100.0
34261.830675749,585.65,1080.0,585.6,100.0
34261.83075425,585.64,100.0,585.6,100.0
34261.945966689,585.64,89.0,585.6,100.0
34261.946245937,585.64,189.0,585.6,100.0
34261.980313977,585.64,189.0,585.58,200.0
34262.264793162,585.64,189.0,585.58,100.0
34262.292950338,585.64,189.0,585.32,300.0
34262.347472593,585.64,89.0,585.32,300.0
34262.347495148,585.65,1080.0,585.32,300.0
34262.708710168,585.65,1080.0,585.32,300.0
34262.708802955,585.65,1080.0,585.32,318.0
34262.708847497,585.65,1080.0,585.33,18.0
34262.708889487,585.65,1080.0,585.35,18.0
34263.025180315,585.65,1080.0,585.35,18.0
34263.025275358,585.65,1080.0,585.36,18.0
34263.029268535,585.63,100.0,585.36,18.0
34263.612227278,585.63,100.0,585.36,18.0
34263.612316413,585.63,100.0,585.37,18.0
34263.612379235,585.63,100.0,585.39,18.0
34263.613130924,585.65,1080.0,585.39,18.0
34263.614803009,585.63,100.0,585.39,18.0
34264.211684199,585.63,100.0,585.59,35.0
34264.212574525,585.63,100.0,585.32,300.0
34264.21267996,585.63,100.0,585.33,18.0
34264.214495961,585.65,1080.0,585.33,18.0
34264.216159784,585.63,100.0,585.33,18.0
34264.25695608,585.63,100.0,585.33,18.0
34264.257040523,585.63,100.0,585.34,18.0
34264.257093078,585.63,100.0,585.36,18.0
34264.257834777,585.65,1080.0,585.36,18.0
34264.25944627,585.63,100.0,585.36,18.0
34264.536465521,585.63,100.0,585.35,18.0
34264.536467869,585.63,100.0,585.32,300.0
34264.611582456,585.63,100.0,585.35,18.0
